heldout_fold,source_fp,flood_bin,n_tiles,mean_flood_fraction,median_flood_fraction,min_flood_fraction,max_flood_fraction,total_valid_pixels,total_flood_pixels,total_flood_fraction,percent_tiles_within_fold
fp4,fp3,5-10%,27,0.07529230374159807,0.077880859375,0.05068033918359298,0.09691004806591898,1641901,125599,0.07649608593940804,0.046875
fp4,fp3,>50%,27,0.7363815064759818,0.6968779084524918,0.5069442320046499,0.9986722219678587,1428939,998297,0.6986281429788116,0.046875
fp4,fp5,1-5%,7,0.03052364779610112,0.03211163416274378,0.020782470703125,0.04004216572965045,458560,13996,0.030521632937892534,0.012152777777777778
fp4,fp5,10-25%,9,0.14590150299497834,0.14268912953826884,0.10067790399413705,0.2003936767578125,589582,86026,0.1459101532950463,0.015625
fp4,fp5,25-50%,14,0.33254963923767555,0.32930649489456265,0.2585538564844489,0.46732185981108426,915683,304551,0.3325943585280059,0.024305555555555556
fp4,fp5,5-10%,12,0.07945022659677188,0.07982635498046875,0.053741455078125,0.09923838886429891,786396,62479,0.07944979374259278,0.020833333333333332
fp4,fp5,>50%,17,0.7062615818775182,0.7012786865234375,0.5058306367910129,0.993865966796875,1113765,786627,0.7062773565339188,0.029513888888888888
fp4,fp6,1-5%,8,0.033133242327610425,0.03243472403509509,0.0207672119140625,0.046202777918760256,447601,14559,0.03252673698226769,0.013888888888888888
fp4,fp6,10-25%,15,0.1652959041002179,0.1653438749656583,0.10462633451957296,0.24009395424836602,807521,133713,0.16558454826561786,0.026041666666666668
fp4,fp6,25-50%,16,0.3468407992233003,0.3267091655452724,0.2566389249446438,0.4848730003663451,860200,298479,0.3469879097884213,0.027777777777777776
fp4,fp6,5-10%,13,0.07757496728959438,0.07934273737033751,0.05068033918359298,0.09691004806591898,789677,62793,0.07951732163910054,0.022569444444444444
fp4,fp6,>50%,22,0.767882093515506,0.7828462745544063,0.5069442320046499,0.9986722219678587,1119269,813785,0.7270682918940844,0.03819444444444445
fp4,fp7,0-1%,3,0.004941135929140497,0.004241943359375,0.0013956734124214933,0.009185791015625,132505,882,0.0066563525904682844,0.005208333333333333
fp4,fp7,1-5%,21,0.03034552083180138,0.029358358129243915,0.013275146484375,0.0487518310546875,1376247,41763,0.030345570235575447,0.036458333333333336
fp4,fp7,10-25%,19,0.16066343664188926,0.157257080078125,0.1002197265625,0.2376251220703125,1244753,200010,0.1606824807813277,0.03298611111111111
fp4,fp7,25-50%,21,0.36281258719308035,0.3536376953125,0.2541656494140625,0.4925384521484375,1376256,499323,0.36281258719308035,0.036458333333333336
fp4,fp7,5-10%,23,0.0682412688173704,0.064483642578125,0.050689697265625,0.0923004150390625,1506867,102834,0.06824358088670068,0.03993055555555555
fp4,fp7,>50%,7,0.6626979282924107,0.6575775146484375,0.514495849609375,0.858062744140625,458752,304014,0.6626979282924107,0.012152777777777778
fp5,fp1,0-1%,7,0.004350934709821429,0.0044403076171875,0.00030517578125,0.009246826171875,458752,1996,0.004350934709821429,0.010526315789473684
fp5,fp1,1-5%,27,0.0288185501554528,0.02642822265625,0.010009765625,0.049747579370559625,1768714,50967,0.028815851516977874,0.0406015037593985
fp5,fp1,10-25%,23,0.1486907905215573,0.13892449490325337,0.114715576171875,0.2269439697265625,1507297,224121,0.14869066945664988,0.03458646616541353
fp5,fp1,25-50%,9,0.38393517308744984,0.390151226137248,0.2627105712890625,0.4831837880730025,589801,226445,0.38393458132488756,0.013533834586466165
fp5,fp1,5-10%,35,0.07378929857016939,0.07195628281841494,0.05001907377737087,0.0993194580078125,2292725,169184,0.0737916671210023,0.05263157894736842
fp5,fp1,>50%,5,0.6344871512949963,0.6034393310546875,0.54779052734375,0.7626249523082793,327665,207898,0.6344833900477622,0.007518796992481203
fp5,fp2,0-1%,2,0.0021134942318833208,0.0021134942318833208,0.001359311282283643,0.0028676771814829987,4648,10,0.0021514629948364886,0.0030075187969924814
fp5,fp2,1-5%,20,0.029040565541313918,0.027116939508699908,0.0119781494140625,0.04818741764471547,1252902,36570,0.02918823658993281,0.03007518796992481
fp5,fp2,10-25%,31,0.15120343399061742,0.1472930908203125,0.10359246711229131,0.24791982715027813,2030609,306981,0.15117681444335174,0.04661654135338346
fp5,fp2,25-50%,25,0.3588917257741734,0.38109481587742455,0.2570953369140625,0.47250282296212653,1598029,577507,0.36138705868291504,0.03759398496240601
fp5,fp2,5-10%,14,0.06893140835612602,0.06719970703125,0.05106058293911186,0.08883527759115617,869741,60566,0.06963682291624748,0.021052631578947368
fp5,fp2,>50%,20,0.7325846994853976,0.6928573427530704,0.546539306640625,0.9493995391634749,1310583,960126,0.7325945781381263,0.03007518796992481
fp5,fp3,0-1%,5,0.004800346568599905,0.0043782837127845885,0.001359311282283643,0.008346684977492943,89823,668,0.0074368480233347805,0.007518796992481203
fp5,fp3,1-5%,13,0.02859091368882013,0.024614820809601614,0.01584297444976953,0.046202777918760256,717888,20070,0.027957007221182134,0.019548872180451128
fp5,fp3,10-25%,28,0.17112988672947022,0.17420027838567104,0.10053015140635264,0.24085496183206107,1652470,283905,0.17180644731825692,0.042105263157894736
fp5,fp3,25-50%,32,0.3666145337682802,0.3681113747429893,0.2586436691493532,0.4848730003663451,1868429,693141,0.37097529528818063,0.0481203007518797
fp5,fp3,5-10%,24,0.07396700770676005,0.07600630252163479,0.05068033918359298,0.09691004806591898,1462519,110354,0.07545474622893789,0.03609022556390978
fp5,fp3,>50%,32,0.7427240874202574,0.7220234657432372,0.5106658935546875,0.9878510256920932,1542806,1070079,0.693592713536245,0.0481203007518797
fp5,fp4,0-1%,5,0.007394262986366029,0.008396794508373811,0.002999555621389424,0.009731567903914334,212162,1586,0.00747541972643546,0.007518796992481203
fp5,fp4,1-5%,18,0.03003311390672582,0.028583669605508684,0.010988603036715299,0.049808897722060846,985597,31170,0.03162550210684489,0.02706766917293233
fp5,fp4,10-25%,19,0.16565251634830075,0.15562184814262375,0.10871360411059457,0.23330782182764426,1131548,187127,0.16537256925910346,0.02857142857142857
fp5,fp4,25-50%,15,0.3695672684229091,0.37103644107903455,0.2506382913666315,0.49413254795440326,874623,326271,0.3730418706116807,0.022556390977443608
fp5,fp4,5-10%,14,0.07150145417415298,0.06561675443211026,0.05382466531316308,0.08975524475524475,840947,59823,0.07113765790234106,0.021052631578947368
fp5,fp4,>50%,5,0.6573401060027123,0.6265117273393599,0.5885832868735675,0.8133251833740831,325907,214295,0.6575342045430138,0.007518796992481203
fp5,fp6,0-1%,7,0.006914196333367155,0.007049775688955351,0.002999555621389424,0.009731567903914334,231802,1697,0.007320903184614456,0.010526315789473684
fp5,fp6,1-5%,24,0.030835174368403342,0.028583669605508684,0.010988603036715299,0.049808897722060846,1302156,41430,0.031816464386755505,0.03609022556390978
fp5,fp6,10-25%,31,0.16377082633567933,0.15562184814262375,0.10462633451957296,0.24009395424836602,1736264,283613,0.16334670303594384,0.04661654135338346
fp5,fp6,25-50%,30,0.3658103117530675,0.36921224697338684,0.2506382913666315,0.48618395901827355,1669421,617011,0.36959580597105224,0.045112781954887216
fp5,fp6,5-10%,20,0.07565870297142716,0.07910790242141405,0.05068033918359298,0.09691004806591898,1172066,90103,0.07687536367405931,0.03007518796992481
fp5,fp6,>50%,31,0.7525421245642359,0.7537979520097814,0.5194139194139195,0.9878510256920932,1475420,1040242,0.705048054113405,0.04661654135338346
fp5,fp7,0-1%,2,0.0027923583984375,0.0027923583984375,0.0013427734375,0.004241943359375,131072,366,0.0027923583984375,0.0030075187969924814
fp5,fp7,1-5%,17,0.03034534325121121,0.0289154052734375,0.013275146484375,0.0487518310546875,1114106,33808,0.030345406989999157,0.02556390977443609
fp5,fp7,10-25%,18,0.15807812219534492,0.15655517578125,0.1002197265625,0.2376251220703125,1179217,186431,0.15809727980515884,0.02706766917293233
fp5,fp7,25-50%,24,0.35083770751953125,0.35028076171875,0.2541656494140625,0.4925384521484375,1572864,551820,0.35083770751953125,0.03609022556390978
fp5,fp7,5-10%,24,0.07001875257107372,0.0655059814453125,0.050689697265625,0.09722900390625,1572403,110102,0.07002148940188997,0.03609022556390978
fp5,fp7,>50%,9,0.6411590576171875,0.6569671630859375,0.514495849609375,0.858062744140625,589824,378171,0.6411590576171875,0.013533834586466165
fp6,fp1,0-1%,4,0.0047607421875,0.0047454833984375,0.00030517578125,0.009246826171875,262144,1248,0.0047607421875,0.006666666666666667
fp6,fp1,1-5%,24,0.02832910412566611,0.0275153229585548,0.010009765625,0.048828125,1572611,44552,0.028329955723316192,0.04
fp6,fp1,10-25%,25,0.14814390162227337,0.13892449490325337,0.114715576171875,0.2269439697265625,1638360,242713,0.1481438755829,0.041666666666666664
fp6,fp1,25-50%,7,0.39434052677769416,0.390151226137248,0.2627105712890625,0.4831837880730025,458736,180898,0.394340099752363,0.011666666666666667
fp6,fp1,5-10%,39,0.07566247926354629,0.0800323486328125,0.05001907377737087,0.0993194580078125,2554698,193300,0.0756645208161591,0.065
fp6,fp1,>50%,4,0.656161307282808,0.6359024047851562,0.59021546725264,0.7626249523082793,262129,171998,0.65615784594608,0.006666666666666667
fp6,fp2,0-1%,3,0.0017915516251321092,0.001359311282283643,0.0011476664116296864,0.0028676771814829987,7262,13,0.0017901404571743322,0.005
fp6,fp2,1-5%,15,0.029048601637918676,0.02609491835800397,0.0119781494140625,0.04818741764471547,965589,27886,0.02887978218475977,0.025
fp6,fp2,10-25%,30,0.15578365727522792,0.15024738779814306,0.10359246711229131,0.24791982715027813,1965115,306084,0.15575882327497373,0.05
fp6,fp2,25-50%,23,0.357058729688209,0.3807284828870638,0.2570953369140625,0.4802929732204166,1466935,527697,0.3597275952922249,0.03833333333333333
fp6,fp2,5-10%,15,0.07029690967603543,0.0685577392578125,0.05069841996794138,0.09466827603429617,964836,67403,0.06985954089606938,0.025
fp6,fp2,>50%,18,0.7438157928850461,0.7060784657194717,0.546539306640625,0.9493995391634749,1179495,877342,0.7438285028762309,0.03
fp6,fp3,0-1%,4,0.0034303349632223176,0.0021134942318833208,0.0011476664116296864,0.008346684977492943,72797,560,0.00769262469607264,0.006666666666666667
fp6,fp3,1-5%,9,0.023688240727369976,0.0206146240234375,0.014556884765625,0.04115421002838222,572689,13316,0.023251712535075755,0.015
fp6,fp3,10-25%,23,0.17983071738481754,0.19722845413061063,0.10053015140635264,0.24085496183206107,1506387,270888,0.1798262996162341,0.03833333333333333
fp6,fp3,25-50%,20,0.3580083724463554,0.3656360563320774,0.2586436691493532,0.46156665699405897,1270148,458679,0.3611224833641434,0.03333333333333333
fp6,fp3,5-10%,19,0.07645254182428905,0.077880859375,0.052404892553876335,0.09466827603429617,1226343,93454,0.07620543355325549,0.03166666666666667
fp6,fp3,>50%,8,0.6285781364827856,0.6169503419136182,0.5106658935546875,0.8451472858737026,523886,329277,0.6285279621902475,0.013333333333333334
fp6,fp4,0-1%,17,0.0007827696685549635,0.0,0.0,0.006197465813574206,83576,441,0.005276634440509237,0.028333333333333332
fp6,fp4,1-5%,13,0.028740358364828075,0.0225982666015625,0.010044114728824168,0.047339264730569076,797154,23186,0.029085973350193313,0.021666666666666667
fp6,fp4,10-25%,21,0.16650433984135002,0.1633933067802042,0.109161376953125,0.24516976463580406,1265742,214433,0.16941288193012477,0.035
fp6,fp4,25-50%,9,0.3644919252711052,0.35714285714285715,0.2617645263671875,0.49413254795440326,432639,159933,0.36966847648963685,0.015
fp6,fp4,5-10%,19,0.07436194646021213,0.07573163772723568,0.052459716796875,0.0970104839078881,1108811,82060,0.07400720230950089,0.03166666666666667
fp6,fp4,>50%,5,0.6577334171571729,0.6500709934502816,0.5220235717139433,0.7967479674796748,207852,130207,0.6264409291226449,0.008333333333333333
fp6,fp5,0-1%,17,0.0007827696685549635,0.0,0.0,0.006197465813574206,83576,441,0.005276634440509237,0.028333333333333332
fp6,fp5,1-5%,16,0.02889782813684568,0.02833923547950483,0.010044114728824168,0.047339264730569076,993722,29000,0.029183212206230717,0.02666666666666667
fp6,fp5,10-25%,26,0.15839943132267373,0.15402869655260315,0.109161376953125,0.24722616485814142,1594235,255315,0.1601489115469175,0.043333333333333335
fp6,fp5,25-50%,23,0.33777284947407066,0.3285024154589372,0.2585538564844489,0.47842352797459076,1348320,453517,0.3363570962382817,0.03833333333333333
fp6,fp5,5-10%,27,0.0761565900843235,0.07573163772723568,0.052459716796875,0.09923838886429891,1633199,124229,0.07606482737253696,0.045
fp6,fp5,>50%,20,0.6944626231429175,0.7021638634850449,0.5058306367910129,0.993865966796875,1190569,824720,0.692710796266323,0.03333333333333333
fp6,fp7,0-1%,2,0.00067901611328125,0.00067901611328125,1.52587890625e-05,0.0013427734375,131072,89,0.00067901611328125,0.0033333333333333335
fp6,fp7,1-5%,20,0.029383194289132348,0.027946677993398387,0.013275146484375,0.0486602783203125,1310713,38513,0.02938324408165632,0.03333333333333333
fp6,fp7,10-25%,19,0.1601574873203432,0.157257080078125,0.1002197265625,0.2376251220703125,1244753,199380,0.16017635627309193,0.03166666666666667
fp6,fp7,25-50%,23,0.3515518851902174,0.3506927490234375,0.2541656494140625,0.4925384521484375,1507328,529904,0.3515518851902174,0.03833333333333333
fp6,fp7,5-10%,24,0.06971421257270131,0.0655059814453125,0.050689697265625,0.09722900390625,1572403,109623,0.06971686011792143,0.04
fp6,fp7,>50%,9,0.6411590576171875,0.6569671630859375,0.514495849609375,0.858062744140625,589824,378171,0.6411590576171875,0.015
fp7,fp1,0-1%,4,0.004238128662109375,0.00453948974609375,0.00030517578125,0.007568359375,262144,1111,0.004238128662109375,0.00522875816993464
fp7,fp1,1-5%,27,0.030439372638091686,0.030777447165636684,0.010009765625,0.049747579370559625,1768714,53835,0.030437368619234087,0.03529411764705882
fp7,fp1,10-25%,23,0.15302517872174184,0.1424407958984375,0.114715576171875,0.246422844926319,1507265,230645,0.15302219583152266,0.030065359477124184
fp7,fp1,25-50%,9,0.38393517308744984,0.390151226137248,0.2627105712890625,0.4831837880730025,589801,226445,0.38393458132488756,0.011764705882352941
fp7,fp1,5-10%,36,0.07433863144977146,0.07300881924130607,0.05001907377737087,0.098175048828125,2358169,175307,0.07434030385438872,0.047058823529411764
fp7,fp1,>50%,7,0.6303251438984747,0.5941619873046875,0.5255584716796875,0.7626249523082793,458734,289150,0.6303217114929349,0.009150326797385621
fp7,fp2,0-1%,3,0.0017915516251321092,0.001359311282283643,0.0011476664116296864,0.0028676771814829987,7262,13,0.0017901404571743322,0.00392156862745098
fp7,fp2,1-5%,20,0.028813085664250636,0.026622223394733142,0.0119781494140625,0.04818741764471547,1252906,36272,0.028950296351043094,0.026143790849673203
fp7,fp2,10-25%,31,0.15618357602790597,0.15320168477597362,0.10359246711229131,0.24791982715027813,2030606,317098,0.1561592943190358,0.040522875816993466
fp7,fp2,25-50%,22,0.3655641926436351,0.3816865681036882,0.25762939453125,0.4802929732204166,1401506,516605,0.36860705555309786,0.02875816993464052
fp7,fp2,5-10%,17,0.07165311448183098,0.0685577392578125,0.05069841996794138,0.096954345703125,1048834,75494,0.07197897856095435,0.022222222222222223
fp7,fp2,>50%,22,0.7243070964109137,0.6758602093946436,0.546539306640625,0.9472302762093697,1423735,1032914,0.725495966594907,0.02875816993464052
fp7,fp3,0-1%,5,0.003619924713134772,0.0028676771814829987,0.0011476664116296864,0.008346684977492943,83075,605,0.007282575985555221,0.006535947712418301
fp7,fp3,1-5%,13,0.027720149452887956,0.024614820809601614,0.014556884765625,0.046202777918760256,717880,19328,0.02692371984175628,0.01699346405228758
fp7,fp3,10-25%,30,0.17330521290149908,0.18805947451486257,0.10053015140635264,0.24085496183206107,1783551,310614,0.17415481811285463,0.0392156862745098
fp7,fp3,25-50%,34,0.3627385632735596,0.3681113747429893,0.2566389249446438,0.4848730003663451,1992966,729960,0.36626816513678606,0.044444444444444446
fp7,fp3,5-10%,23,0.0729411681847235,0.07413174566826959,0.05068033918359298,0.09691004806591898,1379542,102308,0.07416084468613496,0.030065359477124184
fp7,fp3,>50%,30,0.7201098218206406,0.6482440543262076,0.5194139194139195,0.9986722219678587,1463081,982736,0.6716894006551927,0.0392156862745098
fp7,fp4,0-1%,18,0.0022526017440750107,0.0,0.0,0.009040050387166092,267473,1758,0.006572626022065779,0.023529411764705882
fp7,fp4,1-5%,26,0.027352291534654054,0.022398885016861284,0.010044114728824168,0.049808897722060846,1459117,41021,0.028113578280562834,0.03398692810457516
fp7,fp4,10-25%,37,0.15977428034541974,0.15284329039142605,0.10236220472440945,0.24516976463580406,2145650,352120,0.1641087782257125,0.048366013071895426
fp7,fp4,25-50%,26,0.3500938454677571,0.34742101858239205,0.2506382913666315,0.49413254795440326,1412570,495793,0.3509864997840815,0.03398692810457516
fp7,fp4,5-10%,26,0.07299568316385728,0.074396584438067,0.052459716796875,0.09514726079658171,1518314,110426,0.07272935637819318,0.03398692810457516
fp7,fp4,>50%,8,0.6564778882856857,0.6367309525554905,0.5220235717139433,0.8096052270021067,432012,277982,0.6434589779913521,0.01045751633986928
fp7,fp5,0-1%,15,0.0009624501251204922,0.0,0.0,0.006197465813574206,148459,515,0.0034689712311143143,0.0196078431372549
fp7,fp5,1-5%,20,0.026049584412585054,0.021942138671875,0.010044114728824168,0.04669189453125,1255761,32839,0.02615067676094416,0.026143790849673203
fp7,fp5,10-25%,28,0.15505946385833175,0.14903561916878244,0.10067790399413705,0.24722616485814142,1634566,260406,0.1593120130970545,0.036601307189542485
fp7,fp5,25-50%,21,0.3314582351591417,0.337972216669998,0.2585538564844489,0.46732185981108426,1191827,391968,0.3288799465023028,0.027450980392156862
fp7,fp5,5-10%,26,0.07405575763574063,0.07552435098211058,0.052459716796875,0.09845421390749699,1590616,117465,0.07384874790647146,0.03398692810457516
fp7,fp5,>50%,20,0.7095022119691089,0.7173995971679688,0.5099767768746563,0.993865966796875,1219794,864564,0.7087786954190626,0.026143790849673203
fp7,fp6,0-1%,5,0.006323606148140081,0.006803346510986485,0.002999555621389424,0.009040050387166092,194798,1362,0.0069918582326307255,0.006535947712418301
fp7,fp6,1-5%,23,0.03176131464242961,0.031111178957973957,0.010988603036715299,0.049808897722060846,1240602,40775,0.03286710806527798,0.030065359477124184
fp7,fp6,10-25%,26,0.1608531398036677,0.1536755719543364,0.10462633451957296,0.24009395424836602,1444296,233080,0.16137966178678054,0.03398692810457516
fp7,fp6,25-50%,37,0.3544561882512119,0.35944869270570995,0.2506382913666315,0.48618395901827355,2121381,754652,0.3557361926028375,0.048366013071895426
fp7,fp6,5-10%,20,0.07373865984751252,0.07487427702483085,0.05068033918359298,0.09691004806591898,1176167,88123,0.07492388410829415,0.026143790849673203
fp7,fp6,>50%,27,0.7325741353654182,0.6968779084524918,0.5194139194139195,0.9986722219678587,1282580,873442,0.6810039139858722,0.03529411764705882
